"id","name","nutrient_id"
"1758","18:2 t not further defined","1306"
"1759","18:3 n-3 c,c,c (ALA)","1404"
"1760","20:0","1267"
"1761","20:1","1277"
"1762","20:2 n-6 c,c","1313"
"1763","20:3 n-6","1406"
"1764","20:4","1271"
"1765","20:5 n-3 (EPA)","1278"
"1766","22:5 n-3 (DPA)","1280"
"1767","22:6 n-3 (DHA)","1272"
"1768","24:0","1301"
"1769","Total Thiamine HCl","1165"
"1770","25 Hydroxy Vitamin D","1113"
"1771","Vitamin B1 (Thiamine HCl)","1165"
"1774","Moisture, vacuum","1051"
"1775","Nitrogen - Combustion","1002"
"1776","S","1094"
"1777","Ni","1146"
"1778","Mo","1102"
"1779","Co","1097"
"1780","B","1137"
"1781","Fiber","1079"
"1782","Nitrogen Dumas method","1002"
"1783","Starch by Enzymatic Method","1009"
"1784","25-Hydroxy Vitamin D3","1113"
"1785","Phytosterols, other","1298"
"1786","Choline, total","1180"
"1787","cis-Lutein/ Zeaxanthin","1161"
"1788","25-Hydroxy Vit D","1113"
"1789","Molybdenum","1102"
